what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.7",1397281146396
java.vendor,sysinfo,,,"Oracle Corporation",1397281146396
java.version,sysinfo,,,"1.7.0_51",1397281146396
java.vm.info,sysinfo,,,"mixed mode",1397281146396
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1397281146396
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1397281146396
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1397281146396
java.vm.specification.version,sysinfo,,,"1.7",1397281146396
java.vm.vendor,sysinfo,,,"Oracle Corporation",1397281146396
java.vm.version,sysinfo,,,"24.51-b03",1397281146396
activated,view,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views.ContentOutline",1397281147890
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397281149339
started,bundle,org.eclipse.wst.sse.core,1.1.500.v201006020308,"org.eclipse.wst.sse.core",1397281149471
started,bundle,org.eclipse.wst.html.core,1.1.400.v201005261534,"org.eclipse.wst.html.core",1397281149484
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397281151413
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397281152237
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1397281152261
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1397281152262
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397281152369
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1397281152586
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1397281152587
stopped,bundle,org.eclipse.wst.xsl.jaxp.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.jaxp.debug.ui",1397281152588
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1397281152589
stopped,bundle,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui",1397281152661
