what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283305604
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283306753
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283307321
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1397283309419
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283310971
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283311982
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1397283313227
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283314502
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283314994
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283316090
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283316894
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397283321239
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397283323038
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1397283323193
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283325739
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283332391
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397283336886
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1397283337339
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397283337456
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1397283338429
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283343310
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283439154
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397283440622
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1397283440766
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397283451014
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283454382
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283457226
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397283459107
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397283462101
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1397283462210
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397283465581
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1397283465778
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283466857
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283480907
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283481408
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283481793
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283482367
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283482944
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283483169
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283487647
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283490826
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283536659
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283537188
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283555710
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397283557052
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1397283557212
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397283561250
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1397283561965
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397283569155
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283569474
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283572688
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397283575611
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283575892
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283577644
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283578785
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283585121
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283586694
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283591228
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283593555
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283594574
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283595754
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283597306
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283601184
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397283603800
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1397283607165
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1397283607625
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1397283607893
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397283609215
