what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414612
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414646
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414673
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414705
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414736
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414776
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414804
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414833
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414865
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414894
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414926
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414962
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284414991
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284415022
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284415057
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284415086
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284415115
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284415154
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397284415178
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397284416925
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284417279
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284420932
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284421520
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284423135
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397284427671
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397284428095
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284428786
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284450553
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397284451509
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397284461308
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397284477125
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397284484663
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284484989
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284485694
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284485850
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284495184
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284496275
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284512828
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284513576
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284580210
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284585318
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284630468
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284632964
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284813517
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284814178
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397284943425
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397284944003
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397284944583
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397284945163
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397284945199
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397284945228
