what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397281876350
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282014744
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397282017762
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397282018043
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397282018369
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397282019472
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282020016
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282021351
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282023243
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282028921
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282030416
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282030968
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282032441
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282033893
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282043572
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397282044406
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1397282045313
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282045671
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282046898
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397282047858
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282051418
opened,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1397282054264
activated,editor,org.eclipse.wst.css.ui,1.0.500.v201004290328,"org.eclipse.wst.css.core.csssource.source",1397282054301
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282054333
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282055604
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282241195
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397282242646
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1397282242864
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397282243755
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1397282243912
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282247880
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282275150
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineEnd",1397282282199
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1397282282516
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282283066
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282283480
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282285183
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282290230
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282291242
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282297449
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282300025
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282306621
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282315648
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282315925
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282320831
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1397282324284
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1397282325754
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1397282328464
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1397282332665
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282333281
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1397282335819
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282336963
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1397282339506
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282339998
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282340553
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282346659
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1397282348260
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282349681
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282352615
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282352965
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282357727
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282358186
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282358713
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282359262
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282360338
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282362536
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282370172
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282370477
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282372487
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1397282377101
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282377643
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.cut",1397282380183
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1397282380813
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282381054
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282382949
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282383981
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397282390084
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397282390345
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397282390625
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.undo",1397282390825
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282391386
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397282392942
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397282393102
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397282393233
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.redo",1397282393362
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282394006
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282394399
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282396876
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282401428
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282408943
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282419304
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282420044
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397282426540
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1397282426671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282427636
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282481210
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397282482471
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1397282483675
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282488702
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282489627
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1397282492178
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282492812
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282493711
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282494907
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282495739
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282497233
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282498127
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282500664
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282501485
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282504227
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282504991
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282510228
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282510971
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282516153
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282519822
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282546245
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282549505
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282561930
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282587388
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282590325
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282591835
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397282596890
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1397282597157
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282597964
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282598770
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282600421
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282601270
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282602094
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282602824
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282604601
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282606131
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282606816
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282609350
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineStart",1397282611104
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282613071
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282613354
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1397282614395
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282614565
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282615940
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1397282616994
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282617897
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282618561
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282620541
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282621607
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1397282621919
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282622328
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282622838
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397282623952
activated,editor,org.eclipse.wst.jsdt.ui,1.1.0.v201005200157,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1397282624537
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1397282625953
activated,editor,org.eclipse.wst.html.ui,1.0.500.v201006030742,"org.eclipse.wst.html.core.htmlsource.source",1397282626098
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282631578
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282632107
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282638515
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282653368
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282658198
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282659204
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282660507
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282661233
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1397282663782
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282664792
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282665847
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282666714
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282668874
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282669020
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282748940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282751294
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282759641
executed,command,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.edit.text.select.lineStart",1397282760655
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1397282764731
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282768372
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282772749
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282775235
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282776247
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1397282777171
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1397282780742
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282781687
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282783133
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282783863
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1397282785281
